order_id,customer_id,store_id,order_status,payment_method,order_timestamp,updated_at
ORD-00491,CUST-0049,STR-004,COMPLETED,Cash,2024-01-30 13:00:00,2024-01-30 13:00:00
ORD-00492,CUST-0141,STR-005,PROCESSING,PayPal,2024-02-06 21:00:00,2024-02-06 21:00:00
ORD-00493,CUST-0108,STR-009,DELIVERED,Cash,2024-02-03 10:00:00,2024-02-03 10:00:00
ORD-00494,CUST-0043,STR-008,RETURNED,PayPal,2024-02-03 22:00:00,2024-02-03 22:00:00
ORD-00495,CUST-0012,STR-009,COMPLETED,Debit Card,2024-01-17 19:00:00,2024-01-17 19:00:00
ORD-00496,CUST-0001,STR-006,PROCESSING,Credit Card,2024-02-09 21:00:00,2024-02-09 21:00:00
ORD-00497,CUST-0057,STR-005,COMPLETED,Cash,2024-01-13 18:00:00,2024-01-13 18:00:00
ORD-00498,CUST-0066,STR-010,CANCELLED,Debit Card,2024-02-06 16:00:00,2024-02-06 16:00:00
ORD-00499,CUST-0123,STR-002,CANCELLED,Debit Card,2024-02-02 15:00:00,2024-02-02 15:00:00
ORD-00500,CUST-0006,STR-005,CANCELLED,Cash,2024-01-12 15:00:00,2024-01-12 15:00:00
